,area_type,size,total_sqft,bath,balcony,price
11435,Super built-up  Area,1 BHK,625.0,1.0,1.0,43.68
11436,Super built-up  Area,3 BHK,1724.0,3.0,2.0,128.0
11437,Plot  Area,1 BHK,400.0,1.0,1.0,75.0
11438,Super built-up  Area,3 BHK,1270.0,2.0,1.0,54.0
11439,Super built-up  Area,3 BHK,1250.0,3.0,2.0,39.5
11440,Super built-up  Area,3 BHK,1485.0,3.0,2.0,72.0
11441,Super built-up  Area,2 BHK,823.0,2.0,1.0,80.0
11442,Super built-up  Area,2 BHK,990.0,2.0,2.0,50.0
11443,Super built-up  Area,2 BHK,1185.0,2.0,2.0,59.0
11444,Super built-up  Area,2 BHK,1140.0,2.0,1.0,78.0
11445,Super built-up  Area,3 BHK,1756.0,3.0,2.0,125.0
11446,Built-up  Area,4 BHK,2600.0,4.0,2.0,300.0
11447,Built-up  Area,2 BHK,1025.0,2.0,1.0,48.0
11448,Built-up  Area,2 BHK,1216.0,2.0,1.0,72.0
11449,Super built-up  Area,2 BHK,1026.0,2.0,2.0,60.8
11450,Super built-up  Area,4 BHK,3335.0,4.0,3.0,300.0
11451,Built-up  Area,5 BHK,2700.0,4.0,2.0,125.0
11452,Super built-up  Area,3 BHK,1411.0,2.0,2.0,60.0
11453,Super built-up  Area,3 BHK,1320.0,2.0,1.0,39.6
11454,Built-up  Area,2 BHK,1320.0,2.0,0.0,50.0
11455,Plot  Area,4 BHK,615.0,4.0,2.0,110.0
11456,Super built-up  Area,3 BHK,1804.0,3.0,2.0,155.0
11457,Plot  Area,4 BHK,1200.0,4.0,1.0,105.0
11458,Super built-up  Area,4 BHK,2375.0,4.0,2.0,189.0
11459,Plot  Area,3 BHK,1750.0,3.0,2.0,120.0
11460,Plot  Area,9 BHK,960.0,5.0,2.0,130.0
11461,Super built-up  Area,2 BHK,1152.0,2.0,2.0,55.0
11462,Super built-up  Area,2 BHK,965.0,2.0,1.0,54.0
11463,Super built-up  Area,3 BHK,1684.0,3.0,1.0,120.0
11464,Super built-up  Area,3 BHK,1672.0,3.0,2.0,86.0
11465,Super built-up  Area,2 BHK,1075.0,2.0,2.0,60.0
11466,Plot  Area,3 BHK,1500.0,5.0,2.0,95.0
11467,Super built-up  Area,2 BHK,1420.0,2.0,1.0,99.26
11468,Super built-up  Area,2 BHK,750.0,2.0,0.0,40.0
11469,Super built-up  Area,2 BHK,1169.0,2.0,2.0,64.08
11470,Super built-up  Area,3 BHK,1290.0,2.0,1.0,62.0
11471,Super built-up  Area,2 BHK,1160.0,2.0,2.0,40.6
11472,Built-up  Area,7 BHK,2800.0,5.0,3.0,95.0
11473,Super built-up  Area,3 BHK,1500.0,3.0,2.0,70.0
11474,Super built-up  Area,3 BHK,1850.0,3.0,1.0,180.0
11475,Super built-up  Area,3 BHK,1300.0,3.0,2.0,46.0
11476,Super built-up  Area,3 BHK,1310.0,2.0,1.0,37.84
11477,Built-up  Area,3 BHK,2750.0,5.0,2.0,550.0
11478,Super built-up  Area,3 BHK,2150.0,3.0,0.0,170.0
11479,Built-up  Area,6 BHK,5100.0,5.0,3.0,300.0
11480,Plot  Area,3 BHK,1875.0,2.0,1.0,110.0
11481,Super built-up  Area,3 BHK,1260.0,2.0,1.0,82.0
11482,Built-up  Area,5 BHK,2500.0,4.0,3.0,100.0
11483,Super built-up  Area,2 BHK,1241.0,2.0,1.0,64.0
11484,Super built-up  Area,2 BHK,1025.0,2.0,2.0,45.5
11485,Plot  Area,2 BHK,1500.0,1.0,0.0,218.0
11486,Built-up  Area,2 BHK,1070.0,2.0,1.0,60.0
11487,Super built-up  Area,2 BHK,815.0,2.0,1.0,40.0
11488,Built-up  Area,3 BHK,2000.0,3.0,3.0,105.0
11489,Super built-up  Area,2 BHK,1400.0,2.0,1.0,190.0
11490,Plot  Area,4 BHK,1740.0,4.0,3.0,175.0
11491,Super built-up  Area,4 BHK,5667.5,5.0,0.0,300.0
11492,Built-up  Area,2 BHK,1216.0,2.0,2.0,70.0
11493,Super built-up  Area,3 BHK,2200.0,2.0,1.0,190.0
11494,Plot  Area,4 BHK,3500.0,5.0,2.0,450.0
11495,Plot  Area,6 BHK,970.0,6.0,3.0,105.0
11496,Plot  Area,7 BHK,3150.0,7.0,3.0,375.0
11497,Plot  Area,2 BHK,1200.0,2.0,0.0,62.0
11498,Super built-up  Area,2 BHK,1026.0,2.0,1.0,50.18
11499,Built-up  Area,1 BHK,450.0,1.0,1.0,20.0
11500,Super built-up  Area,2 BHK,1205.0,2.0,1.0,45.79
11501,Super built-up  Area,2 BHK,1368.0,2.0,3.0,87.0
11502,Built-up  Area,1 BHK,420.0,1.0,1.0,12.5
11503,Built-up  Area,2 BHK,1270.0,2.0,2.0,42.0
11504,Super built-up  Area,2 BHK,614.0,1.0,1.0,28.0
11505,Plot  Area,2 BHK,1050.0,2.0,0.0,58.0
11506,Super built-up  Area,2 BHK,1408.0,2.0,2.0,58.0
11507,Built-up  Area,3 BHK,1507.0,3.0,1.0,80.0
11508,Super built-up  Area,2 BHK,1160.0,2.0,2.0,57.0
11509,Plot  Area,3 BHK,1200.0,3.0,1.0,70.0
11510,Built-up  Area,2 BHK,960.0,2.0,3.0,50.0
11511,Super built-up  Area,2 BHK,1021.0,2.0,2.0,46.0
11512,Super built-up  Area,3 BHK,2162.03,4.0,2.0,129.0
11513,Super built-up  Area,2 BHK,1065.0,2.0,1.0,36.0
11514,Super built-up  Area,1 BHK,400.0,1.0,1.0,10.25
11515,Super built-up  Area,3 BHK,1465.0,2.0,1.0,75.0
11516,Super built-up  Area,2 BHK,900.0,2.0,1.0,41.0
11517,Super built-up  Area,3 BHK,1800.0,3.0,2.0,95.0
11518,Super built-up  Area,2 BHK,1175.0,2.0,2.0,83.0
11519,Super built-up  Area,3 BHK,6729.0,4.0,,900.0
11520,Plot  Area,4 BHK,1500.0,4.0,1.0,360.0
11521,Super built-up  Area,2 BHK,1050.0,2.0,0.0,59.0
11522,Built-up  Area,3 BHK,1400.0,2.0,2.0,40.43
11523,Super built-up  Area,3 BHK,1650.0,3.0,1.0,150.0
11524,Super built-up  Area,3 BHK,1827.0,3.0,2.0,97.0
11525,Super built-up  Area,3 BHK,1930.0,4.0,2.0,122.0
11526,Super built-up  Area,2 BHK,883.0,2.0,1.0,37.0
11527,Built-up  Area,1 BHK,550.0,1.0,1.0,16.75
11528,Plot  Area,4 BHK,1350.0,4.0,1.0,310.0
11529,Super built-up  Area,3 BHK,1290.0,2.0,3.0,38.69
11530,Built-up  Area,3 BHK,1021.0,3.0,2.0,59.0
11531,Super built-up  Area,2 BHK,1158.0,2.0,1.0,55.0
11532,Plot  Area,5 BHK,1200.0,4.0,1.0,99.0
11533,Super built-up  Area,3 BHK,1400.0,2.0,2.0,135.0
11534,Plot  Area,4 BHK,2400.0,3.0,0.0,200.0
11535,Super built-up  Area,3 BHK,1200.0,2.0,1.0,57.9
11536,Built-up  Area,3 BHK,1520.0,3.0,2.0,125.0
11537,Super built-up  Area,1 BHK,777.0,1.0,0.0,38.46
11538,Super built-up  Area,3 BHK,2710.0,3.0,2.0,177.0
11539,Super built-up  Area,2 BHK,1150.0,2.0,2.0,57.0
11540,Super built-up  Area,2 BHK,1101.0,2.0,2.0,37.0
11541,Super built-up  Area,3 BHK,1200.0,2.0,3.0,110.0
11542,Super built-up  Area,2 BHK,1252.0,2.0,1.0,92.0
11543,Super built-up  Area,3 BHK,1650.0,3.0,2.0,85.0
11544,Built-up  Area,2 BHK,1270.0,2.0,2.0,80.0
11545,Super built-up  Area,2 BHK,992.0,2.0,1.0,70.0
11546,Super built-up  Area,2 BHK,893.0,2.0,2.0,34.5
11547,Built-up  Area,3 BHK,1075.0,2.0,1.0,41.49
11548,Built-up  Area,7 BHK,3200.0,7.0,0.0,150.0
11549,Super built-up  Area,2 BHK,1190.0,2.0,1.0,42.0
11550,Built-up  Area,3 BHK,800.0,2.0,0.0,60.0
11551,Super built-up  Area,3 BHK,1814.0,3.0,3.0,63.0
11552,Built-up  Area,3 BHK,1400.0,3.0,2.0,98.0
11553,Plot  Area,5 BHK,1400.0,6.0,3.0,252.0
11554,Super built-up  Area,3 BHK,1344.0,2.0,0.0,56.0
11555,Plot  Area,4 BHK,5400.0,5.0,3.0,475.0
11556,Super built-up  Area,3 BHK,1843.0,3.0,2.0,95.0
11557,Super built-up  Area,2 BHK,1138.0,2.0,1.0,32.0
11558,Built-up  Area,3 BHK,1495.0,2.0,2.0,70.0
11559,Super built-up  Area,2 BHK,880.0,2.0,1.0,19.0
11560,Super built-up  Area,3 BHK,1396.0,3.0,1.0,74.0
11561,Built-up  Area,3 BHK,1610.0,2.0,3.0,119.0
11562,Super built-up  Area,2 BHK,1050.0,2.0,2.0,55.0
11563,Built-up  Area,3 BHK,1410.0,2.0,2.0,43.71
11564,Super built-up  Area,2 BHK,1050.0,2.0,2.0,37.8
11565,Built-up  Area,3 BHK,1310.0,2.0,1.0,85.0
11566,Super built-up  Area,2 BHK,1104.0,2.0,2.0,58.0
11567,Super built-up  Area,2 BHK,1165.0,2.0,1.0,67.0
11568,Super built-up  Area,2 BHK,1310.0,2.0,3.0,60.0
11569,Built-up  Area,2 BHK,1052.0,2.0,2.0,52.0
11570,Super built-up  Area,2 BHK,1000.0,2.0,2.0,45.0
11571,Super built-up  Area,3 BHK,2240.0,3.0,2.0,300.0
11572,Super built-up  Area,2 BHK,1150.0,2.0,1.0,38.08
11573,Super built-up  Area,3 BHK,2019.0,3.0,1.0,70.67
11574,Super built-up  Area,2 BHK,986.0,2.0,1.0,31.0
11575,Plot  Area,1 BHK,1350.0,1.0,1.0,145.0
11576,Built-up  Area,8 BHK,800.0,8.0,,140.0
11577,Super built-up  Area,3 BHK,1893.0,4.0,2.0,95.0
11578,Super built-up  Area,3 BHK,1318.0,3.0,2.0,56.0
11579,Built-up  Area,3 BHK,1325.0,2.0,2.0,58.0
11580,Built-up  Area,2 BHK,800.0,2.0,1.0,33.0
11581,Super built-up  Area,3 BHK,1300.0,3.0,2.0,42.25
11582,Built-up  Area,3 BHK,1300.0,2.0,2.0,60.0
11583,Built-up  Area,4 BHK,2500.0,4.0,0.0,170.0
11584,Plot  Area,3 BHK,1520.0,3.0,1.0,165.0
11585,Super built-up  Area,3 BHK,1665.0,3.0,,85.0
11586,Super built-up  Area,3 BHK,1800.0,3.0,,80.0
11587,Super built-up  Area,2 BHK,1197.0,2.0,1.0,75.0
11588,Super built-up  Area,2 BHK,1050.0,2.0,2.0,45.0
11589,Plot  Area,5 BHK,910.0,4.0,2.0,194.0
11590,Super built-up  Area,3 BHK,1241.0,2.0,1.0,68.0
11591,Super built-up  Area,3 BHK,1567.0,2.0,3.0,62.0
11592,Super built-up  Area,3 BHK,1747.0,3.0,1.0,110.0
11593,Super built-up  Area,3 BHK,1475.0,2.0,2.0,55.0
11594,Plot  Area,4 BHK,600.0,4.0,1.0,70.0
11595,Plot  Area,3 BHK,1524.0,4.0,2.0,400.0
11596,Super built-up  Area,2 BHK,980.0,2.0,1.0,51.0
11597,Super built-up  Area,2 BHK,966.0,2.0,1.0,58.0
11598,Super built-up  Area,4 BHK,2360.0,3.0,2.0,185.0
11599,Super built-up  Area,2 BHK,1112.0,2.0,1.0,62.0
11600,Super built-up  Area,2 BHK,550.0,1.0,1.0,16.0
11601,Built-up  Area,3 BHK,1760.0,3.0,3.0,90.0
11602,Super built-up  Area,3 BHK,1830.0,2.0,3.0,113.0
11603,Super built-up  Area,2 BHK,1175.0,2.0,1.0,67.77
11604,Super built-up  Area,2 BHK,1175.0,2.0,1.0,41.0
11605,Super built-up  Area,2 BHK,1025.0,2.0,2.0,45.0
11606,Super built-up  Area,2 BHK,1232.0,2.0,1.0,80.0
11607,Built-up  Area,2 BHK,1010.0,2.0,2.0,57.0
11608,Super built-up  Area,2 BHK,1273.0,2.0,2.0,60.0
11609,Super built-up  Area,2 BHK,1590.0,2.0,2.0,102.0
11610,Super built-up  Area,2 BHK,1100.0,2.0,1.0,58.5
11611,Super built-up  Area,3 BHK,1252.0,2.0,1.0,65.0
11612,Super built-up  Area,4 BHK,2615.0,5.0,3.0,222.0
11613,Plot  Area,5 BHK,1200.0,6.0,,140.0
11614,Super built-up  Area,2 BHK,1322.0,2.0,1.0,77.9
11615,Plot  Area,1 BHK,1000.0,1.0,1.0,60.0
11616,Super built-up  Area,3 BHK,1755.0,3.0,2.0,117.0
11617,Super built-up  Area,2 BHK,1135.0,2.0,2.0,46.0
11618,Plot  Area,8 BHK,1200.0,10.0,2.0,180.0
11619,Plot  Area,4 BHK,1200.0,4.0,1.0,125.0
11620,Super built-up  Area,2 BHK,1260.0,2.0,2.0,85.5
11621,Plot  Area,5 BHK,3250.0,5.0,2.0,395.0
11622,Plot  Area,4 BHK,3500.0,4.0,2.0,550.0
11623,Plot  Area,5 BHK,1200.0,6.0,2.0,110.0
11624,Super built-up  Area,3 BHK,1100.0,2.0,1.0,53.0
11625,Super built-up  Area,3 BHK,1305.0,3.0,1.0,65.0
11626,Built-up  Area,2 BHK,1236.0,2.0,1.0,50.0
11627,Built-up  Area,2 BHK,1125.0,1.0,2.0,45.0
11628,Built-up  Area,2 BHK,1075.0,2.0,2.0,32.25
11629,Plot  Area,8 BHK,772.0,5.0,1.0,60.0
11630,Built-up  Area,6 BHK,2999.97,6.0,0.0,110.0
11631,Super built-up  Area,2 BHK,1150.0,2.0,2.0,42.0
11632,Plot  Area,4 BHK,1440.0,4.0,1.0,240.0
11633,Super built-up  Area,2 BHK,1085.0,2.0,1.0,43.4
11634,Built-up  Area,3 BHK,1785.0,3.0,0.0,165.0
11635,Super built-up  Area,3 BHK,1930.0,4.0,2.0,120.0
11636,Super built-up  Area,2 BHK,600.0,4.0,1.0,70.0
11637,Plot  Area,2 BHK,800.0,1.0,0.0,45.0
11638,Built-up  Area,4 BHK,2450.0,3.0,2.0,110.0
11639,Plot  Area,4 BHK,1200.0,4.0,0.0,120.0
11640,Super built-up  Area,3 BHK,1920.0,3.0,3.0,122.0
11641,Super built-up  Area,2 BHK,1085.0,2.0,2.0,34.2
11642,Super built-up  Area,1 BHK,760.0,1.0,2.0,50.4
11643,Built-up  Area,2 BHK,1201.0,2.0,3.0,80.0
11644,Super built-up  Area,3 BHK,1615.0,3.0,2.0,97.0
11645,Super built-up  Area,2 BHK,1289.0,2.0,,70.0
11646,Super built-up  Area,2 BHK,1377.0,2.0,2.0,80.0
11647,Super built-up  Area,3 BHK,2880.0,3.0,2.0,560.0
11648,Plot  Area,3 BHK,1892.0,3.0,2.0,200.0
11649,Built-up  Area,3 BHK,2176.0,3.0,3.0,348.0
11650,Super built-up  Area,1 BHK,663.0,1.0,0.0,32.82
11651,Built-up  Area,2 BHK,1165.0,2.0,1.0,33.65
11652,Super built-up  Area,3 BHK,3554.0,4.0,1.0,340.0
11653,Super built-up  Area,2 BHK,1260.0,2.0,1.0,45.5
11654,Built-up  Area,2 BHK,1095.0,2.0,1.0,39.0
11655,Super built-up  Area,2 BHK,1050.0,2.0,2.0,65.0
11656,Super built-up  Area,2 BHK,1176.0,2.0,2.0,50.0
11657,Super built-up  Area,3 BHK,1801.0,3.0,2.0,115.0
11658,Super built-up  Area,2 BHK,1315.0,2.0,3.0,55.0
11659,Plot  Area,2 BHK,2400.0,2.0,1.0,125.0
11660,Super built-up  Area,3 BHK,1308.0,2.0,3.0,53.0
11661,Plot  Area,4 BHK,4250.0,4.0,2.0,610.0
11662,Super built-up  Area,3 BHK,1806.0,6.0,2.0,116.0
11663,Built-up  Area,4 BHK,3671.0,4.0,1.0,220.0
11664,Super built-up  Area,3 BHK,2144.0,3.0,2.0,140.0
11665,Built-up  Area,2 BHK,1065.0,2.0,3.0,33.75
11666,Super built-up  Area,2 BHK,1205.0,2.0,1.0,67.0
11667,Super built-up  Area,2 BHK,1160.0,2.0,2.0,40.58
11668,Plot  Area,4 BHK,750.0,4.0,2.0,90.0
11669,Plot  Area,3 BHK,1200.0,3.0,1.0,56.53
11670,Super built-up  Area,3 BHK,1681.0,3.0,3.0,69.0
11671,Built-up  Area,2 BHK,1130.0,2.0,1.0,32.64
11672,Super built-up  Area,4 BHK,3633.0,5.0,1.0,335.0
11673,Built-up  Area,3 BHK,1843.0,3.0,2.0,90.0
11674,Built-up  Area,2 BHK,1065.0,2.0,1.0,30.75
11675,Super built-up  Area,3 BHK,1885.0,3.0,2.0,85.52
11676,Super built-up  Area,2 BHK,1500.0,2.0,2.0,45.0
11677,Super built-up  Area,2 BHK,1210.0,2.0,2.0,69.0
11678,Super built-up  Area,2 BHK,1126.0,2.0,1.0,39.4
11679,Super built-up  Area,3 BHK,1357.0,2.0,2.0,59.0
11680,Super built-up  Area,3 BHK,1451.0,2.0,2.0,46.4
11681,Plot  Area,4 BHK,1600.0,3.0,3.0,185.0
11682,Super built-up  Area,2 BHK,950.0,2.0,1.0,55.0
11683,Built-up  Area,2 BHK,960.0,2.0,2.0,48.0
11684,Super built-up  Area,3 BHK,1625.0,3.0,3.0,92.0
11685,Plot  Area,3 BHK,2200.0,4.0,1.0,150.0
11686,Super built-up  Area,2 BHK,900.0,2.0,1.0,46.29
11687,Built-up  Area,2 BHK,1080.0,2.0,2.0,38.0
11688,Super built-up  Area,3 BHK,2300.0,3.0,1.0,250.0
11689,Super built-up  Area,4 BHK,1708.0,3.0,0.0,64.05
11690,Built-up  Area,6 BHK,2500.0,5.0,2.0,185.0
11691,Super built-up  Area,3 BHK,1690.0,2.0,2.0,116.0
11692,Built-up  Area,5 BHK,2100.0,3.0,0.0,145.0
11693,Super built-up  Area,2 BHK,1269.0,2.0,2.0,97.0
11694,Built-up  Area,3 BHK,1890.0,3.0,2.0,84.0
11695,Built-up  Area,2 BHK,1165.0,2.0,1.0,33.64
11696,Super built-up  Area,2 BHK,1196.0,2.0,2.0,56.81
11697,Super built-up  Area,3 BHK,1630.0,3.0,2.0,110.0
11698,Super built-up  Area,2 BHK,1063.0,2.0,1.0,42.52
11699,Super built-up  Area,2 BHK,1025.0,2.0,1.0,39.98
11700,Super built-up  Area,2 BHK,1067.0,2.0,1.0,38.0
11701,Super built-up  Area,2 BHK,1299.0,2.0,1.0,89.63
11702,Super built-up  Area,2 BHK,1343.0,2.0,1.0,76.0
11703,Super built-up  Area,3 BHK,1330.0,2.0,2.0,44.0
11704,Super built-up  Area,3 BHK,1524.0,2.0,3.0,72.0
11705,Super built-up  Area,4 BHK,2236.0,4.0,2.0,153.0
11706,Super built-up  Area,3 BHK,2955.0,3.0,,235.0
11707,Super built-up  Area,3 BHK,1410.0,2.0,2.0,45.12
11708,Super built-up  Area,2 BHK,1205.0,2.0,1.0,79.0
11709,Super built-up  Area,3 BHK,1270.0,2.0,2.0,95.25
11710,Super built-up  Area,3 BHK,1353.0,2.0,2.0,110.0
11711,Plot  Area,2 BHK,1200.0,2.0,1.0,68.0
11712,Super built-up  Area,3 BHK,1250.0,2.0,1.0,70.0
11713,Super built-up  Area,3 BHK,1950.2,3.0,2.0,261.0
11714,Super built-up  Area,3 BHK,1157.0,2.0,1.0,69.0
11715,Super built-up  Area,1 BHK,825.0,1.0,0.0,35.475
11716,Built-up  Area,1 BHK,602.0,1.0,1.0,33.0
11717,Built-up  Area,5 BHK,3000.0,4.0,0.0,900.0
11718,Super built-up  Area,2 BHK,1108.0,2.0,0.0,66.46
11719,Super built-up  Area,2 BHK,1040.0,2.0,1.0,68.0
11720,Super built-up  Area,2 BHK,1451.0,2.0,1.0,87.0
11721,Super built-up  Area,1 BHK,850.0,1.0,1.0,37.32
11722,Super built-up  Area,3 BHK,2171.66,3.0,2.0,298.0
11723,Super built-up  Area,2 BHK,900.0,2.0,1.0,40.0
11724,Super built-up  Area,1 BHK,720.0,1.0,1.0,33.0
11725,Super built-up  Area,3 BHK,1573.0,3.0,2.0,115.0
11726,Super built-up  Area,2 BHK,1026.0,2.0,1.0,60.8
11727,Built-up  Area,3 BHK,1400.0,2.0,2.0,40.44
11728,Built-up  Area,4 BHK,2100.0,3.0,1.0,147.0
11729,Super built-up  Area,2 BHK,1150.0,2.0,1.0,48.5
11730,Super built-up  Area,3 BHK,1500.0,3.0,2.0,88.0
11731,Super built-up  Area,3 BHK,2400.0,3.0,2.0,380.0
11732,Plot  Area,3 BHK,1200.0,3.0,2.0,240.0
11733,Super built-up  Area,2 BHK,1125.0,2.0,2.0,75.0
11734,Super built-up  Area,3 BHK,1830.5,3.0,0.0,84.205
11735,Super built-up  Area,2 BHK,1100.0,2.0,1.0,50.0
11736,Built-up  Area,2 BHK,,2.0,1.0,51.0
11737,Built-up  Area,2 BHK,1105.0,2.0,2.0,57.0
11738,Super built-up  Area,2 BHK,1110.0,2.0,2.0,46.5
11739,Super built-up  Area,1 BHK,708.0,1.0,1.0,41.0
11740,Super built-up  Area,3 BHK,1600.0,3.0,1.0,100.0
11741,Super built-up  Area,4 BHK,3122.0,6.0,2.0,250.0
11742,Super built-up  Area,2 BHK,1205.0,2.0,2.0,37.0
11743,Super built-up  Area,3 BHK,1450.0,2.0,2.0,73.0
11744,Plot  Area,4 BHK,750.0,4.0,2.0,125.0
11745,Plot  Area,1 BHK,540.0,1.0,0.0,22.0
11746,Built-up  Area,2 BHK,1200.0,2.0,2.0,42.0
11747,Plot  Area,5 BHK,1200.0,5.0,1.0,260.0
11748,Super built-up  Area,3 BHK,1837.0,2.0,2.0,95.0
11749,Super built-up  Area,2 BHK,1346.0,2.0,1.0,76.01
11750,Built-up  Area,2 BHK,1012.0,2.0,1.0,68.0
11751,Super built-up  Area,3 BHK,1950.2,3.0,2.0,193.0
11752,Super built-up  Area,2 BHK,1125.0,2.0,2.0,55.0
11753,Super built-up  Area,3 BHK,1500.0,2.0,2.0,60.0
11754,Super built-up  Area,2 BHK,1197.0,2.0,1.0,79.9
11755,Super built-up  Area,2 BHK,1100.0,2.0,2.0,47.0
11756,Super built-up  Area,3 BHK,1563.0,2.0,2.0,52.0
11757,Plot  Area,7 BHK,2240.0,4.0,1.0,700.0
11758,Super built-up  Area,4 BHK,3729.0,4.0,2.0,384.0
11759,Plot  Area,3 BHK,1600.0,3.0,1.0,120.0
11760,Super built-up  Area,3 BHK,1715.0,3.0,3.0,120.0
11761,Built-up  Area,4 BHK,2400.0,4.0,1.0,180.0
11762,Super built-up  Area,2 BHK,1151.0,2.0,2.0,42.5
11763,Plot  Area,6 BHK,1200.0,6.0,2.0,220.0
11764,Built-up  Area,2 BHK,1123.0,2.0,2.0,60.0
11765,Super built-up  Area,2 BHK,1276.0,2.0,1.0,69.5
11766,Super built-up  Area,2 BHK,1315.0,2.0,3.0,77.0
11767,Super built-up  Area,2 BHK,1325.0,2.0,2.0,52.0
11768,Super built-up  Area,3 BHK,1600.0,3.0,2.0,63.2
11769,Super built-up  Area,3 BHK,1660.0,3.0,2.0,104.0
11770,Super built-up  Area,2 BHK,1299.0,2.0,3.0,58.0
11771,Super built-up  Area,2 BHK,953.0,2.0,1.0,90.0
11772,Super built-up  Area,2 BHK,1457.0,2.0,3.0,60.0
11773,Super built-up  Area,2 BHK,1000.0,1.0,1.0,65.0
11774,Built-up  Area,3 BHK,1100.0,2.0,3.0,76.3
11775,Super built-up  Area,3 BHK,1075.0,2.0,1.0,33.53
11776,Super built-up  Area,3 BHK,1450.0,3.0,3.0,51.0
11777,Super built-up  Area,5 BHK,5515.0,6.0,2.0,425.0
11778,Super built-up  Area,1 BHK,950.0,1.0,1.0,40.0
11779,Plot  Area,5 BHK,1200.0,3.0,1.0,180.0
11780,Super built-up  Area,2 BHK,1013.0,2.0,2.0,60.0
11781,Super built-up  Area,2 BHK,1140.0,2.0,2.0,56.0
11782,Super built-up  Area,3 BHK,2100.0,3.0,3.0,220.0
11783,Super built-up  Area,3 BHK,1430.0,3.0,1.0,61.0
11784,Plot  Area,4 BHK,600.0,3.0,0.0,95.0
11785,Carpet  Area,3 BHK,1600.0,3.0,2.0,77.0
11786,Super built-up  Area,2 BHK,1190.0,2.0,1.0,48.0
11787,Super built-up  Area,3 BHK,1625.0,3.0,2.0,95.0
11788,Super built-up  Area,2 BHK,1210.0,2.0,2.0,53.0
11789,Super built-up  Area,3 BHK,1615.0,3.0,2.0,150.0
11790,Super built-up  Area,2 BHK,1180.0,2.0,2.0,85.0
11791,Plot  Area,2 BHK,1500.0,2.0,0.0,91.0
11792,Built-up  Area,2 BHK,850.0,2.0,1.0,45.0
11793,Super built-up  Area,2 BHK,1130.0,2.0,2.0,55.0
11794,Super built-up  Area,2 BHK,907.0,2.0,2.0,38.0
11795,Built-up  Area,2 BHK,1300.0,2.0,3.0,90.0
11796,Super built-up  Area,3 BHK,1891.0,3.0,1.0,110.0
11797,Super built-up  Area,3 BHK,1735.0,3.0,3.0,78.0
11798,Super built-up  Area,3 BHK,1075.0,2.0,1.0,33.0
11799,Built-up  Area,5 BHK,,5.0,0.0,75.0
11800,Built-up  Area,7 BHK,2040.0,4.0,3.0,123.0
11801,Plot  Area,5 BHK,1600.0,5.0,2.0,140.0
11802,Built-up  Area,2 BHK,1160.0,2.0,3.0,55.0
11803,Super built-up  Area,2 BHK,930.0,1.0,1.0,55.0
11804,Built-up  Area,2 BHK,1010.0,2.0,1.0,58.0
11805,Super built-up  Area,2 BHK,1221.0,2.0,2.0,68.0
11806,Plot  Area,4 BHK,2400.0,4.0,3.0,470.0
11807,Super built-up  Area,2 BHK,1108.0,2.0,1.0,87.48
11808,Plot  Area,4 BHK,1000.0,4.0,2.0,120.0
11809,Super built-up  Area,2 BHK,1370.0,2.0,1.0,70.0
11810,Super built-up  Area,2 BHK,920.0,2.0,1.0,41.5
11811,Super built-up  Area,2 BHK,1277.0,2.0,1.0,79.89
11812,Super built-up  Area,2 BHK,1213.0,2.0,2.0,38.1
11813,Super built-up  Area,3 BHK,1653.0,3.0,2.0,85.0
11814,Plot  Area,4 BHK,2400.0,3.0,3.0,140.0
11815,Super built-up  Area,4 BHK,3000.0,5.0,3.0,500.0
11816,Plot  Area,4 BHK,1600.0,4.0,3.0,250.0
11817,Super built-up  Area,3 BHK,1321.0,2.0,,40.0
11818,Super built-up  Area,3 BHK,1570.0,3.0,2.0,68.0
11819,Built-up  Area,8 BHK,1150.0,8.0,,70.0
11820,Super built-up  Area,2 BHK,1053.0,2.0,3.0,44.0
11821,Super built-up  Area,3 BHK,1325.0,2.0,3.0,56.0
11822,Super built-up  Area,2 BHK,1169.0,2.0,1.0,50.11
11823,Super built-up  Area,2 BHK,1274.0,2.0,1.0,90.0
11824,Super built-up  Area,2 BHK,1317.0,2.0,2.0,52.0
11825,Built-up  Area,2 BHK,1195.0,2.0,1.0,75.0
11826,Super built-up  Area,4 BHK,2858.0,4.0,0.0,137.0
11827,Super built-up  Area,2 BHK,940.0,2.0,2.0,35.0
11828,Built-up  Area,3 BHK,1820.0,3.0,2.0,95.5
11829,Super built-up  Area,3 BHK,1450.0,3.0,3.0,53.6
11830,Built-up  Area,3 BHK,1615.0,3.0,0.0,96.9
11831,Built-up  Area,3 BHK,2200.0,2.0,3.0,99.0
11832,Super built-up  Area,2 BHK,985.0,2.0,1.0,62.5
11833,Built-up  Area,2 BHK,1116.0,2.0,1.0,33.0
11834,Super built-up  Area,2 BHK,1105.0,2.0,1.0,39.5
11835,Super built-up  Area,2 BHK,1220.0,2.0,1.0,55.0
11836,Built-up  Area,3 BHK,1400.0,3.0,2.0,74.0
11837,Built-up  Area,4 BHK,2400.0,3.0,0.0,185.0
11838,Plot  Area,3 BHK,850.0,3.0,0.0,63.0
11839,Built-up  Area,2 BHK,1000.0,2.0,1.0,35.0
11840,Super built-up  Area,3 BHK,1660.0,3.0,3.0,80.0
11841,Super built-up  Area,2 BHK,1165.0,2.0,1.0,52.0
